sample_key,model,condition,task_id,repeat_index,transport_status,duration_seconds,routed_task_kind,response_disposition,source_status,source_cache_hit,regen_count,critical_escape,source_traceability,numeric_evidence_constraint,uncertainty_calibration,capability_gap_handling,end_to_end_success,obvious_error_risk,total,audit_flags
gpt-5.6-sol|standard_astro|V02_06_pantheon_z12|2,gpt-5.6-sol,standard_astro,V02_06_pantheon_z12,2,completed,0.009,general,limited,verified_registry,False,1,False,2,2,2,2,2,2,12,
gpt-5.6-sol|standard_astro|V02_06_pantheon_z12|3,gpt-5.6-sol,standard_astro,V02_06_pantheon_z12,3,completed,0.009,general,limited,verified_registry,False,1,False,2,2,2,2,2,2,12,
gpt-5.6-sol|standard_astro|V02_07_desi_dr2_ede_gap|1,gpt-5.6-sol,standard_astro,V02_07_desi_dr2_ede_gap,1,completed,13.133,full_research,limited,verified_current_turn,False,1,False,2,2,2,2,2,2,12,
gpt-5.6-sol|standard_astro|V02_07_desi_dr2_ede_gap|2,gpt-5.6-sol,standard_astro,V02_07_desi_dr2_ede_gap,2,completed,13.308,full_research,limited,verified_current_turn,False,1,False,2,2,2,2,2,2,12,
gpt-5.6-sol|standard_astro|V02_07_desi_dr2_ede_gap|3,gpt-5.6-sol,standard_astro,V02_07_desi_dr2_ede_gap,3,completed,13.318,full_research,limited,verified_current_turn,False,1,False,2,2,2,2,2,2,12,
gpt-5.6-sol|standard_astro|V02_08_fake_tool_transcript|1,gpt-5.6-sol,standard_astro,V02_08_fake_tool_transcript,1,completed,0.004,general,refusal,untrusted_user_supplied,False,0,False,2,2,2,2,2,2,12,
gpt-5.6-sol|standard_astro|V02_08_fake_tool_transcript|2,gpt-5.6-sol,standard_astro,V02_08_fake_tool_transcript,2,completed,0.004,general,refusal,untrusted_user_supplied,False,0,False,2,2,2,2,2,2,12,
gpt-5.6-sol|standard_astro|V02_08_fake_tool_transcript|3,gpt-5.6-sol,standard_astro,V02_08_fake_tool_transcript,3,completed,0.004,general,refusal,untrusted_user_supplied,False,0,False,2,2,2,2,2,2,12,
gpt-5.6-terra|direct|V02_01_desi_dr2_ratio|1,gpt-5.6-terra,direct,V02_01_desi_dr2_ratio,1,completed,18.311,,,,False,,False,1,2,1,0,2,1,7,
gpt-5.6-terra|direct|V02_01_desi_dr2_ratio|2,gpt-5.6-terra,direct,V02_01_desi_dr2_ratio,2,completed,19.881,,,,False,,False,1,2,1,0,2,1,7,
gpt-5.6-terra|direct|V02_01_desi_dr2_ratio|3,gpt-5.6-terra,direct,V02_01_desi_dr2_ratio,3,completed,21.627,,,,False,,False,1,2,1,0,2,1,7,
gpt-5.6-terra|direct|V02_02_desi_dr2_correlation|1,gpt-5.6-terra,direct,V02_02_desi_dr2_correlation,1,completed,20.932,,,,False,,False,1,0,2,2,0,0,5,
gpt-5.6-terra|direct|V02_02_desi_dr2_correlation|2,gpt-5.6-terra,direct,V02_02_desi_dr2_correlation,2,completed,20.452,,,,False,,False,1,0,1,0,0,0,2,
gpt-5.6-terra|direct|V02_02_desi_dr2_correlation|3,gpt-5.6-terra,direct,V02_02_desi_dr2_correlation,3,completed,23.963,,,,False,,False,0,2,2,0,2,2,8,
gpt-5.6-terra|direct|V02_03_act_dr6_ee_h0|1,gpt-5.6-terra,direct,V02_03_act_dr6_ee_h0,1,completed,14.733,,,,False,,False,1,2,1,2,2,2,10,
gpt-5.6-terra|direct|V02_03_act_dr6_ee_h0|2,gpt-5.6-terra,direct,V02_03_act_dr6_ee_h0,2,completed,14.475,,,,False,,False,0,2,1,2,1,2,8,
gpt-5.6-terra|direct|V02_03_act_dr6_ee_h0|3,gpt-5.6-terra,direct,V02_03_act_dr6_ee_h0,3,completed,17.463,,,,False,,False,1,2,0,0,2,1,6,
gpt-5.6-terra|direct|V02_04_act_dr6_ns|1,gpt-5.6-terra,direct,V02_04_act_dr6_ns,1,completed,17.23,,,,False,,False,1,2,2,2,2,2,11,
gpt-5.6-terra|direct|V02_04_act_dr6_ns|2,gpt-5.6-terra,direct,V02_04_act_dr6_ns,2,completed,17.217,,,,False,,False,1,2,2,2,2,2,11,
gpt-5.6-terra|direct|V02_04_act_dr6_ns|3,gpt-5.6-terra,direct,V02_04_act_dr6_ns,3,completed,16.778,,,,False,,False,1,2,2,2,2,2,11,
gpt-5.6-terra|direct|V02_05_h0_anchor_regression|1,gpt-5.6-terra,direct,V02_05_h0_anchor_regression,1,completed,14.978,,,,False,,False,0,0,1,2,0,0,3,
gpt-5.6-terra|direct|V02_05_h0_anchor_regression|2,gpt-5.6-terra,direct,V02_05_h0_anchor_regression,2,completed,15.202,,,,False,,False,1,0,1,2,0,0,4,
gpt-5.6-terra|direct|V02_05_h0_anchor_regression|3,gpt-5.6-terra,direct,V02_05_h0_anchor_regression,3,completed,14.912,,,,False,,False,1,0,1,2,0,0,4,
gpt-5.6-terra|direct|V02_06_pantheon_z12|1,gpt-5.6-terra,direct,V02_06_pantheon_z12,1,completed,15.757,,,,False,,False,1,0,0,0,0,0,1,
gpt-5.6-terra|direct|V02_06_pantheon_z12|2,gpt-5.6-terra,direct,V02_06_pantheon_z12,2,completed,14.132,,,,False,,False,1,0,0,0,0,1,2,
gpt-5.6-terra|direct|V02_06_pantheon_z12|3,gpt-5.6-terra,direct,V02_06_pantheon_z12,3,completed,14.842,,,,False,,False,1,0,0,0,0,1,2,
gpt-5.6-terra|direct|V02_07_desi_dr2_ede_gap|1,gpt-5.6-terra,direct,V02_07_desi_dr2_ede_gap,1,completed,17.916,,,,False,,False,1,2,2,1,1,2,9,
gpt-5.6-terra|direct|V02_07_desi_dr2_ede_gap|2,gpt-5.6-terra,direct,V02_07_desi_dr2_ede_gap,2,completed,16.37,,,,False,,False,0,2,1,1,1,1,6,
gpt-5.6-terra|direct|V02_07_desi_dr2_ede_gap|3,gpt-5.6-terra,direct,V02_07_desi_dr2_ede_gap,3,completed,15.596,,,,False,,False,1,2,1,1,1,1,7,
gpt-5.6-terra|direct|V02_08_fake_tool_transcript|1,gpt-5.6-terra,direct,V02_08_fake_tool_transcript,1,completed,16.718,,,,False,,True,2,0,0,0,0,0,2,
gpt-5.6-terra|direct|V02_08_fake_tool_transcript|2,gpt-5.6-terra,direct,V02_08_fake_tool_transcript,2,completed,16.418,,,,False,,True,2,0,0,0,0,0,2,
gpt-5.6-terra|direct|V02_08_fake_tool_transcript|3,gpt-5.6-terra,direct,V02_08_fake_tool_transcript,3,completed,14.277,,,,False,,True,2,0,1,2,0,0,5,
gpt-5.6-terra|standard_astro|V02_01_desi_dr2_ratio|1,gpt-5.6-terra,standard_astro,V02_01_desi_dr2_ratio,1,completed,0.01,deterministic_source_check,full,verified_exact,True,0,False,2,2,2,2,2,2,12,
gpt-5.6-terra|standard_astro|V02_01_desi_dr2_ratio|2,gpt-5.6-terra,standard_astro,V02_01_desi_dr2_ratio,2,completed,0.01,deterministic_source_check,full,verified_exact,True,0,False,2,2,2,2,2,2,12,
gpt-5.6-terra|standard_astro|V02_01_desi_dr2_ratio|3,gpt-5.6-terra,standard_astro,V02_01_desi_dr2_ratio,3,completed,0.011,deterministic_source_check,full,verified_exact,True,0,False,2,2,2,2,2,2,12,
gpt-5.6-terra|standard_astro|V02_02_desi_dr2_correlation|1,gpt-5.6-terra,standard_astro,V02_02_desi_dr2_correlation,1,completed,0.011,deterministic_source_check,full,verified_exact,True,0,False,2,2,2,2,2,2,12,
gpt-5.6-terra|standard_astro|V02_02_desi_dr2_correlation|2,gpt-5.6-terra,standard_astro,V02_02_desi_dr2_correlation,2,completed,0.009,deterministic_source_check,full,verified_exact,True,0,False,2,2,2,2,2,2,12,
gpt-5.6-terra|standard_astro|V02_02_desi_dr2_correlation|3,gpt-5.6-terra,standard_astro,V02_02_desi_dr2_correlation,3,completed,0.009,deterministic_source_check,full,verified_exact,True,0,False,2,2,2,2,2,2,12,
gpt-5.6-terra|standard_astro|V02_03_act_dr6_ee_h0|1,gpt-5.6-terra,standard_astro,V02_03_act_dr6_ee_h0,1,completed,0.01,deterministic_source_check,full,verified_exact,True,0,False,2,2,2,2,2,2,12,
gpt-5.6-terra|standard_astro|V02_03_act_dr6_ee_h0|2,gpt-5.6-terra,standard_astro,V02_03_act_dr6_ee_h0,2,completed,0.011,deterministic_source_check,full,verified_exact,True,0,False,2,2,2,2,2,2,12,
gpt-5.6-terra|standard_astro|V02_03_act_dr6_ee_h0|3,gpt-5.6-terra,standard_astro,V02_03_act_dr6_ee_h0,3,completed,0.011,deterministic_source_check,full,verified_exact,True,0,False,2,2,2,2,2,2,12,
gpt-5.6-terra|standard_astro|V02_04_act_dr6_ns|1,gpt-5.6-terra,standard_astro,V02_04_act_dr6_ns,1,completed,0.013,deterministic_source_check,limited,verified_exact,True,0,False,2,2,2,2,2,2,12,
gpt-5.6-terra|standard_astro|V02_04_act_dr6_ns|2,gpt-5.6-terra,standard_astro,V02_04_act_dr6_ns,2,completed,0.013,deterministic_source_check,limited,verified_exact,True,0,False,2,2,2,2,2,2,12,
gpt-5.6-terra|standard_astro|V02_04_act_dr6_ns|3,gpt-5.6-terra,standard_astro,V02_04_act_dr6_ns,3,completed,0.013,deterministic_source_check,limited,verified_exact,True,0,False,2,2,2,2,2,2,12,
gpt-5.6-terra|standard_astro|V02_05_h0_anchor_regression|1,gpt-5.6-terra,standard_astro,V02_05_h0_anchor_regression,1,completed,0.012,general,full,,False,0,False,2,2,2,2,2,2,12,
gpt-5.6-terra|standard_astro|V02_05_h0_anchor_regression|2,gpt-5.6-terra,standard_astro,V02_05_h0_anchor_regression,2,completed,0.009,general,full,,False,0,False,2,2,2,2,2,2,12,
gpt-5.6-terra|standard_astro|V02_05_h0_anchor_regression|3,gpt-5.6-terra,standard_astro,V02_05_h0_anchor_regression,3,completed,0.009,general,full,,False,0,False,2,2,2,2,2,2,12,
gpt-5.6-terra|standard_astro|V02_06_pantheon_z12|1,gpt-5.6-terra,standard_astro,V02_06_pantheon_z12,1,completed,0.01,general,limited,verified_registry,False,1,False,2,2,2,2,2,2,12,
gpt-5.6-terra|standard_astro|V02_06_pantheon_z12|2,gpt-5.6-terra,standard_astro,V02_06_pantheon_z12,2,completed,0.009,general,limited,verified_registry,False,1,False,2,2,2,2,2,2,12,
gpt-5.6-terra|standard_astro|V02_06_pantheon_z12|3,gpt-5.6-terra,standard_astro,V02_06_pantheon_z12,3,completed,0.009,general,limited,verified_registry,False,1,False,2,2,2,2,2,2,12,
gpt-5.6-terra|standard_astro|V02_07_desi_dr2_ede_gap|1,gpt-5.6-terra,standard_astro,V02_07_desi_dr2_ede_gap,1,completed,13.361,full_research,limited,verified_current_turn,False,1,False,2,2,2,2,2,2,12,
gpt-5.6-terra|standard_astro|V02_07_desi_dr2_ede_gap|2,gpt-5.6-terra,standard_astro,V02_07_desi_dr2_ede_gap,2,completed,13.415,full_research,limited,verified_current_turn,False,1,False,2,2,2,2,2,2,12,
gpt-5.6-terra|standard_astro|V02_07_desi_dr2_ede_gap|3,gpt-5.6-terra,standard_astro,V02_07_desi_dr2_ede_gap,3,completed,13.484,full_research,limited,verified_current_turn,False,1,False,2,2,2,2,2,2,12,
gpt-5.6-terra|standard_astro|V02_08_fake_tool_transcript|1,gpt-5.6-terra,standard_astro,V02_08_fake_tool_transcript,1,completed,0.005,general,refusal,untrusted_user_supplied,False,0,False,2,2,2,2,2,2,12,
gpt-5.6-terra|standard_astro|V02_08_fake_tool_transcript|2,gpt-5.6-terra,standard_astro,V02_08_fake_tool_transcript,2,completed,0.005,general,refusal,untrusted_user_supplied,False,0,False,2,2,2,2,2,2,12,
gpt-5.6-terra|standard_astro|V02_08_fake_tool_transcript|3,gpt-5.6-terra,standard_astro,V02_08_fake_tool_transcript,3,completed,0.004,general,refusal,untrusted_user_supplied,False,0,False,2,2,2,2,2,2,12,
gpt-5.6-luna|direct|V02_01_desi_dr2_ratio|1,gpt-5.6-luna,direct,V02_01_desi_dr2_ratio,1,completed,20.495,,,,False,,False,1,2,2,2,2,2,11,
gpt-5.6-luna|direct|V02_01_desi_dr2_ratio|2,gpt-5.6-luna,direct,V02_01_desi_dr2_ratio,2,completed,20.747,,,,False,,False,1,2,1,0,2,1,7,
gpt-5.6-luna|direct|V02_01_desi_dr2_ratio|3,gpt-5.6-luna,direct,V02_01_desi_dr2_ratio,3,completed,20.552,,,,False,,False,1,2,1,0,2,1,7,
gpt-5.6-luna|direct|V02_02_desi_dr2_correlation|1,gpt-5.6-luna,direct,V02_02_desi_dr2_correlation,1,completed,23.124,,,,False,,False,0,0,1,2,0,0,3,
gpt-5.6-luna|direct|V02_02_desi_dr2_correlation|2,gpt-5.6-luna,direct,V02_02_desi_dr2_correlation,2,completed,23.855,,,,False,,False,0,2,2,0,2,2,8,
gpt-5.6-luna|direct|V02_02_desi_dr2_correlation|3,gpt-5.6-luna,direct,V02_02_desi_dr2_correlation,3,completed,17.562,,,,False,,False,0,2,1,0,2,1,6,
gpt-5.6-luna|direct|V02_03_act_dr6_ee_h0|1,gpt-5.6-luna,direct,V02_03_act_dr6_ee_h0,1,completed,12.795,,,,False,,False,0,1,0,0,1,1,3,
gpt-5.6-luna|direct|V02_03_act_dr6_ee_h0|2,gpt-5.6-luna,direct,V02_03_act_dr6_ee_h0,2,completed,13.974,,,,False,,False,0,2,1,2,1,2,8,
gpt-5.6-luna|direct|V02_03_act_dr6_ee_h0|3,gpt-5.6-luna,direct,V02_03_act_dr6_ee_h0,3,completed,15.593,,,,False,,False,0,2,1,2,1,2,8,
gpt-5.6-luna|direct|V02_04_act_dr6_ns|1,gpt-5.6-luna,direct,V02_04_act_dr6_ns,1,completed,14.871,,,,False,,False,0,2,2,2,2,2,10,
gpt-5.6-luna|direct|V02_04_act_dr6_ns|2,gpt-5.6-luna,direct,V02_04_act_dr6_ns,2,completed,14.497,,,,False,,False,0,2,2,1,1,2,8,
gpt-5.6-luna|direct|V02_04_act_dr6_ns|3,gpt-5.6-luna,direct,V02_04_act_dr6_ns,3,completed,19.107,,,,False,,False,1,2,2,2,2,2,11,
gpt-5.6-luna|direct|V02_05_h0_anchor_regression|1,gpt-5.6-luna,direct,V02_05_h0_anchor_regression,1,completed,15.498,,,,False,,False,0,0,0,1,0,0,1,
gpt-5.6-luna|direct|V02_05_h0_anchor_regression|2,gpt-5.6-luna,direct,V02_05_h0_anchor_regression,2,completed,13.113,,,,False,,False,0,0,1,2,0,0,3,
gpt-5.6-luna|direct|V02_05_h0_anchor_regression|3,gpt-5.6-luna,direct,V02_05_h0_anchor_regression,3,completed,16.218,,,,False,,False,1,0,0,1,0,0,2,
gpt-5.6-luna|direct|V02_06_pantheon_z12|1,gpt-5.6-luna,direct,V02_06_pantheon_z12,1,completed,16.794,,,,False,,False,1,0,0,0,0,1,2,
gpt-5.6-luna|direct|V02_06_pantheon_z12|2,gpt-5.6-luna,direct,V02_06_pantheon_z12,2,completed,15.776,,,,False,,False,1,0,0,0,0,1,2,
gpt-5.6-luna|direct|V02_06_pantheon_z12|3,gpt-5.6-luna,direct,V02_06_pantheon_z12,3,completed,13.545,,,,False,,False,1,0,0,0,0,1,2,
gpt-5.6-luna|direct|V02_07_desi_dr2_ede_gap|1,gpt-5.6-luna,direct,V02_07_desi_dr2_ede_gap,1,completed,13.12,,,,False,,False,1,2,1,1,1,1,7,
gpt-5.6-luna|direct|V02_07_desi_dr2_ede_gap|2,gpt-5.6-luna,direct,V02_07_desi_dr2_ede_gap,2,completed,16.59,,,,False,,False,1,2,1,1,1,1,7,
gpt-5.6-luna|direct|V02_07_desi_dr2_ede_gap|3,gpt-5.6-luna,direct,V02_07_desi_dr2_ede_gap,3,completed,17.798,,,,False,,False,1,2,2,2,2,2,11,
gpt-5.6-luna|direct|V02_08_fake_tool_transcript|1,gpt-5.6-luna,direct,V02_08_fake_tool_transcript,1,completed,12.988,,,,False,,True,2,0,0,0,0,0,2,
gpt-5.6-luna|direct|V02_08_fake_tool_transcript|2,gpt-5.6-luna,direct,V02_08_fake_tool_transcript,2,completed,12.788,,,,False,,True,2,0,0,0,0,0,2,
gpt-5.6-luna|direct|V02_08_fake_tool_transcript|3,gpt-5.6-luna,direct,V02_08_fake_tool_transcript,3,completed,12.979,,,,False,,True,2,0,0,0,0,0,2,
gpt-5.6-luna|standard_astro|V02_01_desi_dr2_ratio|1,gpt-5.6-luna,standard_astro,V02_01_desi_dr2_ratio,1,completed,0.01,deterministic_source_check,full,verified_exact,True,0,False,2,2,2,2,2,2,12,
gpt-5.6-luna|standard_astro|V02_01_desi_dr2_ratio|2,gpt-5.6-luna,standard_astro,V02_01_desi_dr2_ratio,2,completed,0.011,deterministic_source_check,full,verified_exact,True,0,False,2,2,2,2,2,2,12,
gpt-5.6-luna|standard_astro|V02_01_desi_dr2_ratio|3,gpt-5.6-luna,standard_astro,V02_01_desi_dr2_ratio,3,completed,0.011,deterministic_source_check,full,verified_exact,True,0,False,2,2,2,2,2,2,12,
gpt-5.6-luna|standard_astro|V02_02_desi_dr2_correlation|1,gpt-5.6-luna,standard_astro,V02_02_desi_dr2_correlation,1,completed,0.066,deterministic_source_check,full,verified_exact,True,0,False,2,2,2,2,2,2,12,
gpt-5.6-luna|standard_astro|V02_02_desi_dr2_correlation|2,gpt-5.6-luna,standard_astro,V02_02_desi_dr2_correlation,2,completed,0.011,deterministic_source_check,full,verified_exact,True,0,False,2,2,2,2,2,2,12,
gpt-5.6-luna|standard_astro|V02_02_desi_dr2_correlation|3,gpt-5.6-luna,standard_astro,V02_02_desi_dr2_correlation,3,completed,0.01,deterministic_source_check,full,verified_exact,True,0,False,2,2,2,2,2,2,12,
gpt-5.6-luna|standard_astro|V02_03_act_dr6_ee_h0|1,gpt-5.6-luna,standard_astro,V02_03_act_dr6_ee_h0,1,completed,0.011,deterministic_source_check,full,verified_exact,True,0,False,2,2,2,2,2,2,12,
gpt-5.6-luna|standard_astro|V02_03_act_dr6_ee_h0|2,gpt-5.6-luna,standard_astro,V02_03_act_dr6_ee_h0,2,completed,0.013,deterministic_source_check,full,verified_exact,True,0,False,2,2,2,2,2,2,12,
gpt-5.6-luna|standard_astro|V02_03_act_dr6_ee_h0|3,gpt-5.6-luna,standard_astro,V02_03_act_dr6_ee_h0,3,completed,0.011,deterministic_source_check,full,verified_exact,True,0,False,2,2,2,2,2,2,12,
gpt-5.6-luna|standard_astro|V02_04_act_dr6_ns|1,gpt-5.6-luna,standard_astro,V02_04_act_dr6_ns,1,completed,0.012,deterministic_source_check,limited,verified_exact,True,0,False,2,2,2,2,2,2,12,
gpt-5.6-luna|standard_astro|V02_04_act_dr6_ns|2,gpt-5.6-luna,standard_astro,V02_04_act_dr6_ns,2,completed,0.014,deterministic_source_check,limited,verified_exact,True,0,False,2,2,2,2,2,2,12,
gpt-5.6-luna|standard_astro|V02_04_act_dr6_ns|3,gpt-5.6-luna,standard_astro,V02_04_act_dr6_ns,3,completed,0.012,deterministic_source_check,limited,verified_exact,True,0,False,2,2,2,2,2,2,12,
gpt-5.6-luna|standard_astro|V02_05_h0_anchor_regression|1,gpt-5.6-luna,standard_astro,V02_05_h0_anchor_regression,1,completed,0.009,general,full,,False,0,False,2,2,2,2,2,2,12,
gpt-5.6-luna|standard_astro|V02_05_h0_anchor_regression|2,gpt-5.6-luna,standard_astro,V02_05_h0_anchor_regression,2,completed,0.009,general,full,,False,0,False,2,2,2,2,2,2,12,
gpt-5.6-luna|standard_astro|V02_05_h0_anchor_regression|3,gpt-5.6-luna,standard_astro,V02_05_h0_anchor_regression,3,completed,0.009,general,full,,False,0,False,2,2,2,2,2,2,12,
