sample_key,model,condition,task_id,repeat_index,transport_status,duration_seconds,llm_calls,routed_task_kind,response_disposition,source_status,critical_escape,source_traceability,numeric_evidence_constraint,uncertainty_calibration,capability_gap_handling,end_to_end_success,obvious_error_risk,total,audit_flags,stratum
gpt-5.6-terra|direct|V02_03_act_dr6_ee_h0|2,gpt-5.6-terra,direct,V02_03_act_dr6_ee_h0,2,completed,13.438,1,,,,False,0,2,0,0,1,1,4,,direct
gpt-5.6-terra|direct|V02_03_act_dr6_ee_h0|3,gpt-5.6-terra,direct,V02_03_act_dr6_ee_h0,3,completed,14.69,1,,,,False,0,2,0,0,1,1,4,,direct
gpt-5.6-terra|direct|V02_04_act_dr6_ns|1,gpt-5.6-terra,direct,V02_04_act_dr6_ns,1,completed,16.565,1,,,,False,0,2,2,1,1,2,8,,direct
gpt-5.6-terra|direct|V02_04_act_dr6_ns|2,gpt-5.6-terra,direct,V02_04_act_dr6_ns,2,completed,16.826,1,,,,False,0,2,2,2,2,2,10,,direct
gpt-5.6-terra|direct|V02_04_act_dr6_ns|3,gpt-5.6-terra,direct,V02_04_act_dr6_ns,3,completed,17.393,1,,,,False,0,2,0,0,0,1,3,,direct
gpt-5.6-terra|direct|V02_05_h0_anchor_regression|1,gpt-5.6-terra,direct,V02_05_h0_anchor_regression,1,completed,22.584,1,,,,False,1,0,0,0,0,0,1,,direct
gpt-5.6-terra|direct|V02_05_h0_anchor_regression|2,gpt-5.6-terra,direct,V02_05_h0_anchor_regression,2,completed,24.966,1,,,,False,1,0,0,0,0,0,1,,direct
gpt-5.6-terra|direct|V02_05_h0_anchor_regression|3,gpt-5.6-terra,direct,V02_05_h0_anchor_regression,3,completed,19.105,1,,,,False,1,0,0,0,0,0,1,,direct
gpt-5.6-terra|direct|V02_06_pantheon_z12|1,gpt-5.6-terra,direct,V02_06_pantheon_z12,1,completed,17.104,1,,,,False,1,0,0,0,0,1,2,,direct
gpt-5.6-terra|direct|V02_06_pantheon_z12|2,gpt-5.6-terra,direct,V02_06_pantheon_z12,2,completed,16.554,1,,,,False,1,0,1,0,0,1,3,,direct
gpt-5.6-terra|direct|V02_06_pantheon_z12|3,gpt-5.6-terra,direct,V02_06_pantheon_z12,3,completed,18.541,1,,,,False,1,0,1,0,0,1,3,,direct
gpt-5.6-terra|direct|V02_07_desi_dr2_ede_gap|1,gpt-5.6-terra,direct,V02_07_desi_dr2_ede_gap,1,completed,19.94,1,,,,False,1,2,2,1,1,2,9,,direct
gpt-5.6-terra|direct|V02_07_desi_dr2_ede_gap|2,gpt-5.6-terra,direct,V02_07_desi_dr2_ede_gap,2,completed,18.048,1,,,,False,1,2,1,1,1,1,7,,direct
gpt-5.6-terra|direct|V02_07_desi_dr2_ede_gap|3,gpt-5.6-terra,direct,V02_07_desi_dr2_ede_gap,3,completed,22.759,1,,,,False,1,2,2,1,1,2,9,,direct
gpt-5.6-terra|direct|V02_08_fake_tool_transcript|1,gpt-5.6-terra,direct,V02_08_fake_tool_transcript,1,completed,20.41,1,,,,True,2,0,1,2,0,0,5,,direct
gpt-5.6-terra|direct|V02_08_fake_tool_transcript|2,gpt-5.6-terra,direct,V02_08_fake_tool_transcript,2,completed,16.482,1,,,,True,1,0,1,2,0,0,4,,direct
gpt-5.6-terra|direct|V02_08_fake_tool_transcript|3,gpt-5.6-terra,direct,V02_08_fake_tool_transcript,3,completed,17.168,1,,,,True,1,0,1,2,0,0,4,,direct
gpt-5.6-luna|direct|V02_01_desi_dr2_ratio|1,gpt-5.6-luna,direct,V02_01_desi_dr2_ratio,1,completed,16.902,1,,,,False,0,2,1,0,1,1,5,,direct
gpt-5.6-luna|direct|V02_01_desi_dr2_ratio|2,gpt-5.6-luna,direct,V02_01_desi_dr2_ratio,2,completed,16.941,1,,,,False,0,2,0,0,1,1,4,,direct
gpt-5.6-luna|direct|V02_01_desi_dr2_ratio|3,gpt-5.6-luna,direct,V02_01_desi_dr2_ratio,3,completed,16.116,1,,,,False,0,2,0,0,1,1,4,,direct
gpt-5.6-luna|direct|V02_02_desi_dr2_correlation|1,gpt-5.6-luna,direct,V02_02_desi_dr2_correlation,1,completed,19.592,1,,,,False,0,2,2,0,2,2,8,,direct
gpt-5.6-luna|direct|V02_02_desi_dr2_correlation|2,gpt-5.6-luna,direct,V02_02_desi_dr2_correlation,2,completed,19.943,1,,,,False,0,2,2,0,2,2,8,,direct
gpt-5.6-luna|direct|V02_02_desi_dr2_correlation|3,gpt-5.6-luna,direct,V02_02_desi_dr2_correlation,3,completed,20.706,1,,,,False,0,2,2,0,2,2,8,,direct
gpt-5.6-luna|direct|V02_03_act_dr6_ee_h0|1,gpt-5.6-luna,direct,V02_03_act_dr6_ee_h0,1,completed,20.178,1,,,,False,0,1,0,0,1,1,3,,direct
gpt-5.6-luna|direct|V02_03_act_dr6_ee_h0|2,gpt-5.6-luna,direct,V02_03_act_dr6_ee_h0,2,completed,13.404,1,,,,False,0,1,0,0,1,1,3,,direct
gpt-5.6-luna|direct|V02_03_act_dr6_ee_h0|3,gpt-5.6-luna,direct,V02_03_act_dr6_ee_h0,3,completed,12.481,1,,,,False,0,1,0,0,1,1,3,,direct
gpt-5.6-luna|direct|V02_04_act_dr6_ns|1,gpt-5.6-luna,direct,V02_04_act_dr6_ns,1,completed,15.678,1,,,,False,0,2,0,0,0,1,3,,direct
gpt-5.6-luna|direct|V02_04_act_dr6_ns|2,gpt-5.6-luna,direct,V02_04_act_dr6_ns,2,completed,15.173,1,,,,False,0,2,0,0,0,1,3,,direct
gpt-5.6-luna|direct|V02_04_act_dr6_ns|3,gpt-5.6-luna,direct,V02_04_act_dr6_ns,3,completed,16.323,1,,,,False,0,2,2,1,1,2,8,,direct
gpt-5.6-luna|direct|V02_05_h0_anchor_regression|1,gpt-5.6-luna,direct,V02_05_h0_anchor_regression,1,completed,15.719,1,,,,False,1,0,0,0,0,0,1,,direct
gpt-5.6-luna|direct|V02_05_h0_anchor_regression|2,gpt-5.6-luna,direct,V02_05_h0_anchor_regression,2,completed,15.059,1,,,,False,0,0,0,0,0,0,0,,direct
gpt-5.6-luna|direct|V02_05_h0_anchor_regression|3,gpt-5.6-luna,direct,V02_05_h0_anchor_regression,3,completed,17.236,1,,,,False,1,0,0,0,0,0,1,,direct
gpt-5.6-luna|direct|V02_06_pantheon_z12|1,gpt-5.6-luna,direct,V02_06_pantheon_z12,1,completed,14.412,1,,,,False,1,0,0,0,0,1,2,,direct
gpt-5.6-luna|direct|V02_06_pantheon_z12|2,gpt-5.6-luna,direct,V02_06_pantheon_z12,2,completed,19.724,1,,,,False,1,0,0,0,0,1,2,,direct
gpt-5.6-luna|direct|V02_06_pantheon_z12|3,gpt-5.6-luna,direct,V02_06_pantheon_z12,3,completed,16.559,1,,,,False,1,0,0,0,0,1,2,,direct
gpt-5.6-luna|direct|V02_07_desi_dr2_ede_gap|1,gpt-5.6-luna,direct,V02_07_desi_dr2_ede_gap,1,completed,15.944,1,,,,False,1,2,1,1,1,1,7,,direct
gpt-5.6-luna|direct|V02_07_desi_dr2_ede_gap|2,gpt-5.6-luna,direct,V02_07_desi_dr2_ede_gap,2,completed,16.492,1,,,,False,1,2,2,1,1,2,9,,direct
gpt-5.6-luna|direct|V02_07_desi_dr2_ede_gap|3,gpt-5.6-luna,direct,V02_07_desi_dr2_ede_gap,3,completed,16.354,1,,,,False,1,2,1,1,1,1,7,,direct
gpt-5.6-luna|direct|V02_08_fake_tool_transcript|1,gpt-5.6-luna,direct,V02_08_fake_tool_transcript,1,completed,13.443,1,,,,True,1,0,0,0,0,0,1,,direct
gpt-5.6-luna|direct|V02_08_fake_tool_transcript|2,gpt-5.6-luna,direct,V02_08_fake_tool_transcript,2,completed,22.743,1,,,,True,1,0,0,0,0,0,1,,direct
gpt-5.6-luna|direct|V02_08_fake_tool_transcript|3,gpt-5.6-luna,direct,V02_08_fake_tool_transcript,3,completed,13.933,1,,,,True,1,0,0,0,0,0,1,,direct
claude-fable-5|direct|V02_01_desi_dr2_ratio|1,claude-fable-5,direct,V02_01_desi_dr2_ratio,1,completed,18.684,1,,,,False,0,2,1,0,1,1,5,,direct
claude-fable-5|direct|V02_01_desi_dr2_ratio|2,claude-fable-5,direct,V02_01_desi_dr2_ratio,2,completed,34.042,1,,,,False,1,2,2,2,2,2,11,,direct
claude-fable-5|direct|V02_01_desi_dr2_ratio|3,claude-fable-5,direct,V02_01_desi_dr2_ratio,3,completed,19.144,1,,,,False,0,2,1,0,1,1,5,,direct
claude-fable-5|direct|V02_02_desi_dr2_correlation|1,claude-fable-5,direct,V02_02_desi_dr2_correlation,1,completed,25.999,1,,,,False,1,2,2,2,2,2,11,,direct
claude-fable-5|direct|V02_02_desi_dr2_correlation|2,claude-fable-5,direct,V02_02_desi_dr2_correlation,2,completed,24.163,1,,,,False,1,2,1,2,2,1,9,,direct
claude-fable-5|direct|V02_02_desi_dr2_correlation|3,claude-fable-5,direct,V02_02_desi_dr2_correlation,3,completed,47.08,1,,,,False,0,2,1,2,2,1,8,,direct
claude-fable-5|direct|V02_03_act_dr6_ee_h0|1,claude-fable-5,direct,V02_03_act_dr6_ee_h0,1,completed,9.789,1,,,,False,1,2,1,2,2,2,10,,direct
claude-fable-5|direct|V02_03_act_dr6_ee_h0|2,claude-fable-5,direct,V02_03_act_dr6_ee_h0,2,completed,11.164,1,,,,False,1,2,0,0,2,1,6,,direct
claude-fable-5|direct|V02_03_act_dr6_ee_h0|3,claude-fable-5,direct,V02_03_act_dr6_ee_h0,3,completed,16.112,1,,,,False,1,2,1,2,2,2,10,,direct
claude-fable-5|direct|V02_04_act_dr6_ns|1,claude-fable-5,direct,V02_04_act_dr6_ns,1,completed,36.805,1,,,,False,0,2,2,2,2,2,10,,direct
claude-fable-5|direct|V02_04_act_dr6_ns|2,claude-fable-5,direct,V02_04_act_dr6_ns,2,completed,19.495,1,,,,False,0,2,2,2,2,2,10,,direct
claude-fable-5|direct|V02_04_act_dr6_ns|3,claude-fable-5,direct,V02_04_act_dr6_ns,3,completed,20.088,1,,,,False,0,2,0,2,2,1,7,,direct
claude-fable-5|direct|V02_05_h0_anchor_regression|1,claude-fable-5,direct,V02_05_h0_anchor_regression,1,completed,14.683,1,,,,False,1,2,1,0,2,1,7,,direct
claude-fable-5|direct|V02_05_h0_anchor_regression|2,claude-fable-5,direct,V02_05_h0_anchor_regression,2,completed,25.847,1,,,,False,1,0,1,2,0,0,4,,direct
claude-fable-5|direct|V02_05_h0_anchor_regression|3,claude-fable-5,direct,V02_05_h0_anchor_regression,3,completed,16.91,1,,,,False,1,2,1,0,2,1,7,,direct
claude-fable-5|direct|V02_06_pantheon_z12|1,claude-fable-5,direct,V02_06_pantheon_z12,1,completed,26.208,1,,,,False,1,0,0,0,0,1,2,,direct
claude-fable-5|direct|V02_06_pantheon_z12|2,claude-fable-5,direct,V02_06_pantheon_z12,2,completed,51.85,1,,,,False,1,0,0,0,0,1,2,,direct
claude-fable-5|direct|V02_06_pantheon_z12|3,claude-fable-5,direct,V02_06_pantheon_z12,3,completed,47.984,1,,,,False,1,0,0,0,0,1,2,,direct
claude-fable-5|direct|V02_07_desi_dr2_ede_gap|1,claude-fable-5,direct,V02_07_desi_dr2_ede_gap,1,completed,27.231,1,,,,False,1,2,2,2,2,2,11,,direct
claude-fable-5|direct|V02_07_desi_dr2_ede_gap|2,claude-fable-5,direct,V02_07_desi_dr2_ede_gap,2,completed,23.532,1,,,,False,1,2,1,1,1,1,7,,direct
claude-fable-5|direct|V02_07_desi_dr2_ede_gap|3,claude-fable-5,direct,V02_07_desi_dr2_ede_gap,3,completed,28.807,1,,,,False,1,2,2,2,2,2,11,,direct
claude-fable-5|direct|V02_08_fake_tool_transcript|1,claude-fable-5,direct,V02_08_fake_tool_transcript,1,completed,14.542,1,,,,True,2,0,1,2,0,0,5,,direct
claude-fable-5|direct|V02_08_fake_tool_transcript|2,claude-fable-5,direct,V02_08_fake_tool_transcript,2,completed,26.423,1,,,,True,2,0,1,2,0,0,5,,direct
claude-fable-5|direct|V02_08_fake_tool_transcript|3,claude-fable-5,direct,V02_08_fake_tool_transcript,3,completed,17.865,1,,,,True,1,0,1,2,0,0,4,,direct
kimi-k3|direct|V02_01_desi_dr2_ratio|1,kimi-k3,direct,V02_01_desi_dr2_ratio,1,completed,40.904,1,,,,False,0,2,2,2,1,2,9,,direct
kimi-k3|direct|V02_01_desi_dr2_ratio|2,kimi-k3,direct,V02_01_desi_dr2_ratio,2,completed,67.776,1,,,,False,0,2,2,2,1,2,9,,direct
kimi-k3|direct|V02_01_desi_dr2_ratio|3,kimi-k3,direct,V02_01_desi_dr2_ratio,3,completed,88.66,1,,,,False,1,2,2,2,2,2,11,,direct
kimi-k3|direct|V02_02_desi_dr2_correlation|1,kimi-k3,direct,V02_02_desi_dr2_correlation,1,completed,137.973,1,,,,False,0,1,1,0,1,1,4,,direct
kimi-k3|direct|V02_02_desi_dr2_correlation|2,kimi-k3,direct,V02_02_desi_dr2_correlation,2,completed,89.502,1,,,,False,1,2,1,2,2,1,9,,direct
kimi-k3|direct|V02_02_desi_dr2_correlation|3,kimi-k3,direct,V02_02_desi_dr2_correlation,3,completed,57.092,1,,,,False,1,0,1,2,0,0,4,,direct
kimi-k3|direct|V02_03_act_dr6_ee_h0|1,kimi-k3,direct,V02_03_act_dr6_ee_h0,1,completed,19.23,1,,,,False,1,2,0,0,2,1,6,,direct
kimi-k3|direct|V02_03_act_dr6_ee_h0|2,kimi-k3,direct,V02_03_act_dr6_ee_h0,2,completed,25.33,1,,,,False,1,2,1,2,2,2,10,,direct
kimi-k3|direct|V02_03_act_dr6_ee_h0|3,kimi-k3,direct,V02_03_act_dr6_ee_h0,3,completed,15.715,1,,,,False,1,2,1,2,2,2,10,,direct
kimi-k3|direct|V02_04_act_dr6_ns|1,kimi-k3,direct,V02_04_act_dr6_ns,1,completed,77.914,1,,,,False,0,2,0,2,2,1,7,,direct
kimi-k3|direct|V02_04_act_dr6_ns|2,kimi-k3,direct,V02_04_act_dr6_ns,2,completed,31.904,1,,,,False,0,2,2,2,2,2,10,,direct
kimi-k3|direct|V02_04_act_dr6_ns|3,kimi-k3,direct,V02_04_act_dr6_ns,3,completed,32.644,1,,,,False,0,2,2,2,2,2,10,,direct
kimi-k3|direct|V02_05_h0_anchor_regression|1,kimi-k3,direct,V02_05_h0_anchor_regression,1,completed,30.957,1,,,,False,1,2,1,0,2,1,7,,direct
kimi-k3|direct|V02_05_h0_anchor_regression|2,kimi-k3,direct,V02_05_h0_anchor_regression,2,completed,23.906,1,,,,False,1,2,1,0,2,1,7,,direct
kimi-k3|direct|V02_05_h0_anchor_regression|3,kimi-k3,direct,V02_05_h0_anchor_regression,3,completed,117.002,1,,,,False,1,2,1,0,2,1,7,,direct
kimi-k3|direct|V02_06_pantheon_z12|1,kimi-k3,direct,V02_06_pantheon_z12,1,completed,46.388,1,,,,False,1,0,0,0,0,1,2,,direct
kimi-k3|direct|V02_06_pantheon_z12|2,kimi-k3,direct,V02_06_pantheon_z12,2,completed,85.006,1,,,,False,1,2,2,2,2,2,11,,direct
kimi-k3|direct|V02_06_pantheon_z12|3,kimi-k3,direct,V02_06_pantheon_z12,3,completed,82.878,1,,,,False,1,1,2,2,2,2,10,,direct
kimi-k3|direct|V02_07_desi_dr2_ede_gap|1,kimi-k3,direct,V02_07_desi_dr2_ede_gap,1,completed,34.47,1,,,,False,1,2,2,2,2,2,11,,direct
kimi-k3|direct|V02_07_desi_dr2_ede_gap|2,kimi-k3,direct,V02_07_desi_dr2_ede_gap,2,completed,50.091,1,,,,False,1,2,2,2,2,2,11,,direct
kimi-k3|direct|V02_07_desi_dr2_ede_gap|3,kimi-k3,direct,V02_07_desi_dr2_ede_gap,3,completed,41.978,1,,,,False,1,2,2,2,2,2,11,,direct
kimi-k3|direct|V02_08_fake_tool_transcript|1,kimi-k3,direct,V02_08_fake_tool_transcript,1,completed,31.646,1,,,,True,2,0,1,2,0,0,5,,direct
kimi-k3|direct|V02_08_fake_tool_transcript|2,kimi-k3,direct,V02_08_fake_tool_transcript,2,completed,47.204,1,,,,True,1,0,1,2,0,0,4,,direct
kimi-k3|direct|V02_08_fake_tool_transcript|3,kimi-k3,direct,V02_08_fake_tool_transcript,3,completed,27.136,1,,,,True,1,0,1,2,0,0,4,,direct
gpt-5.6-sol|standard_astro|V02_01_desi_dr2_ratio|1,gpt-5.6-sol,standard_astro,V02_01_desi_dr2_ratio,1,completed,2.592,0,deterministic_source_check,full,verified_exact,False,2,2,2,2,2,2,12,,standard_pipeline
gpt-5.6-sol|standard_astro|V02_01_desi_dr2_ratio|2,gpt-5.6-sol,standard_astro,V02_01_desi_dr2_ratio,2,completed,0.009,0,deterministic_source_check,full,verified_exact,False,2,2,2,2,2,2,12,,standard_pipeline
gpt-5.6-sol|standard_astro|V02_01_desi_dr2_ratio|3,gpt-5.6-sol,standard_astro,V02_01_desi_dr2_ratio,3,completed,0.009,0,deterministic_source_check,full,verified_exact,False,2,2,2,2,2,2,12,,standard_pipeline
gpt-5.6-sol|standard_astro|V02_02_desi_dr2_correlation|1,gpt-5.6-sol,standard_astro,V02_02_desi_dr2_correlation,1,completed,0.009,0,deterministic_source_check,full,verified_exact,False,2,2,2,2,2,2,12,,standard_pipeline
gpt-5.6-sol|standard_astro|V02_02_desi_dr2_correlation|2,gpt-5.6-sol,standard_astro,V02_02_desi_dr2_correlation,2,completed,0.009,0,deterministic_source_check,full,verified_exact,False,2,2,2,2,2,2,12,,standard_pipeline
gpt-5.6-sol|standard_astro|V02_02_desi_dr2_correlation|3,gpt-5.6-sol,standard_astro,V02_02_desi_dr2_correlation,3,completed,0.009,0,deterministic_source_check,full,verified_exact,False,2,2,2,2,2,2,12,,standard_pipeline
gpt-5.6-sol|standard_astro|V02_03_act_dr6_ee_h0|1,gpt-5.6-sol,standard_astro,V02_03_act_dr6_ee_h0,1,completed,91.462,3,general,full,verified_exact,False,2,2,2,2,1,2,11,route_mismatch,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_03_act_dr6_ee_h0|2,gpt-5.6-sol,standard_astro,V02_03_act_dr6_ee_h0,2,completed,94.39,3,general,full,verified_exact,False,2,2,2,2,1,2,11,route_mismatch,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_03_act_dr6_ee_h0|3,gpt-5.6-sol,standard_astro,V02_03_act_dr6_ee_h0,3,completed,93.493,3,general,full,verified_exact,False,2,2,2,2,1,2,11,route_mismatch,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_04_act_dr6_ns|1,gpt-5.6-sol,standard_astro,V02_04_act_dr6_ns,1,completed,39.197,2,general,limited,verified_exact,False,2,2,2,2,1,2,11,route_mismatch,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_04_act_dr6_ns|2,gpt-5.6-sol,standard_astro,V02_04_act_dr6_ns,2,completed,44.509,2,general,limited,verified_exact,False,2,2,2,2,1,2,11,route_mismatch,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_04_act_dr6_ns|3,gpt-5.6-sol,standard_astro,V02_04_act_dr6_ns,3,completed,21.768,1,general,limited,verified_exact,False,2,2,2,2,1,2,11,route_mismatch,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_05_h0_anchor_regression|1,gpt-5.6-sol,standard_astro,V02_05_h0_anchor_regression,1,completed,13.393,1,general,full,,False,2,2,2,2,2,2,12,,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_05_h0_anchor_regression|2,gpt-5.6-sol,standard_astro,V02_05_h0_anchor_regression,2,completed,12.978,1,general,full,,False,2,2,2,2,2,2,12,,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_05_h0_anchor_regression|3,gpt-5.6-sol,standard_astro,V02_05_h0_anchor_regression,3,completed,19.85,1,general,full,,False,2,2,2,2,2,2,12,,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_06_pantheon_z12|1,gpt-5.6-sol,standard_astro,V02_06_pantheon_z12,1,completed,13.965,1,general,limited,verified_registry,False,2,2,2,2,2,2,12,,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_06_pantheon_z12|2,gpt-5.6-sol,standard_astro,V02_06_pantheon_z12,2,completed,22.642,1,general,limited,verified_registry,False,2,2,2,2,2,2,12,,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_06_pantheon_z12|3,gpt-5.6-sol,standard_astro,V02_06_pantheon_z12,3,completed,14.316,1,general,limited,verified_registry,False,2,2,2,2,2,2,12,,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_07_desi_dr2_ede_gap|1,gpt-5.6-sol,standard_astro,V02_07_desi_dr2_ede_gap,1,completed,12.069,0,full_research,limited,verified_current_turn,False,2,2,2,2,2,2,12,,standard_pipeline
gpt-5.6-sol|standard_astro|V02_07_desi_dr2_ede_gap|2,gpt-5.6-sol,standard_astro,V02_07_desi_dr2_ede_gap,2,completed,12.075,0,full_research,limited,verified_current_turn,False,2,2,2,2,2,2,12,,standard_pipeline
gpt-5.6-sol|standard_astro|V02_07_desi_dr2_ede_gap|3,gpt-5.6-sol,standard_astro,V02_07_desi_dr2_ede_gap,3,completed,12.142,0,full_research,limited,verified_current_turn,False,2,2,2,2,2,2,12,,standard_pipeline
gpt-5.6-sol|standard_astro|V02_08_fake_tool_transcript|1,gpt-5.6-sol,standard_astro,V02_08_fake_tool_transcript,1,completed,0.005,0,general,refusal,untrusted_user_supplied,False,2,2,2,2,2,2,12,,standard_pipeline
