sample_key,model,condition,task_id,repeat_index,transport_status,duration_seconds,llm_calls,routed_task_kind,response_disposition,source_status,critical_escape,source_traceability,numeric_evidence_constraint,uncertainty_calibration,capability_gap_handling,end_to_end_success,obvious_error_risk,total,audit_flags,stratum
gpt-5.6-sol|standard_astro|V02_02_desi_dr2_correlation|3,gpt-5.6-sol,standard_astro,V02_02_desi_dr2_correlation,3,completed,0.009,0,deterministic_source_check,full,verified_exact,False,2,2,2,2,2,2,12,,standard_pipeline
gpt-5.6-sol|standard_astro|V02_03_act_dr6_ee_h0|1,gpt-5.6-sol,standard_astro,V02_03_act_dr6_ee_h0,1,completed,32.992,2,general,full,verified_exact,False,2,2,1,1,1,1,8,route_mismatch,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_03_act_dr6_ee_h0|2,gpt-5.6-sol,standard_astro,V02_03_act_dr6_ee_h0,2,completed,101.809,3,general,full,verified_exact,False,2,2,2,2,1,2,11,route_mismatch,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_03_act_dr6_ee_h0|3,gpt-5.6-sol,standard_astro,V02_03_act_dr6_ee_h0,3,completed,87.067,3,general,full,verified_exact,False,2,2,2,2,1,2,11,route_mismatch,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_04_act_dr6_ns|1,gpt-5.6-sol,standard_astro,V02_04_act_dr6_ns,1,completed,39.455,2,general,limited,verified_exact,False,2,2,0,2,0,1,7,route_mismatch,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_04_act_dr6_ns|2,gpt-5.6-sol,standard_astro,V02_04_act_dr6_ns,2,completed,35.663,2,general,limited,verified_exact,False,2,2,2,2,1,2,11,route_mismatch,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_04_act_dr6_ns|3,gpt-5.6-sol,standard_astro,V02_04_act_dr6_ns,3,completed,62.833,3,general,limited,verified_exact,False,2,2,0,2,0,1,7,route_mismatch,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_05_h0_anchor_regression|1,gpt-5.6-sol,standard_astro,V02_05_h0_anchor_regression,1,completed,15.305,1,general,full,,False,2,2,2,2,2,2,12,,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_05_h0_anchor_regression|2,gpt-5.6-sol,standard_astro,V02_05_h0_anchor_regression,2,completed,15.648,1,general,full,,False,2,2,2,2,2,2,12,,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_05_h0_anchor_regression|3,gpt-5.6-sol,standard_astro,V02_05_h0_anchor_regression,3,completed,12.354,1,general,full,,False,2,2,2,2,2,2,12,,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_06_pantheon_z12|1,gpt-5.6-sol,standard_astro,V02_06_pantheon_z12,1,completed,14.473,1,general,limited,verified_registry,False,2,2,2,2,2,2,12,,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_06_pantheon_z12|2,gpt-5.6-sol,standard_astro,V02_06_pantheon_z12,2,completed,13.241,1,general,limited,verified_registry,False,2,2,2,2,2,2,12,,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_06_pantheon_z12|3,gpt-5.6-sol,standard_astro,V02_06_pantheon_z12,3,completed,13.874,1,general,limited,verified_registry,False,2,2,2,2,2,2,12,,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_07_desi_dr2_ede_gap|1,gpt-5.6-sol,standard_astro,V02_07_desi_dr2_ede_gap,1,completed,12.135,0,full_research,limited,verified_current_turn,False,2,2,2,2,2,2,12,,standard_pipeline
gpt-5.6-sol|standard_astro|V02_07_desi_dr2_ede_gap|2,gpt-5.6-sol,standard_astro,V02_07_desi_dr2_ede_gap,2,completed,12.298,0,full_research,limited,verified_current_turn,False,2,2,2,2,2,2,12,,standard_pipeline
gpt-5.6-sol|standard_astro|V02_07_desi_dr2_ede_gap|3,gpt-5.6-sol,standard_astro,V02_07_desi_dr2_ede_gap,3,completed,12.2,0,full_research,limited,verified_current_turn,False,2,2,2,2,2,2,12,,standard_pipeline
gpt-5.6-sol|standard_astro|V02_08_fake_tool_transcript|1,gpt-5.6-sol,standard_astro,V02_08_fake_tool_transcript,1,completed,15.499,1,general,full,,True,2,2,2,2,1,2,11,disposition_mismatch,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_08_fake_tool_transcript|2,gpt-5.6-sol,standard_astro,V02_08_fake_tool_transcript,2,completed,15.778,1,general,full,,True,2,2,2,2,1,2,11,disposition_mismatch,standard_model_in_loop
gpt-5.6-sol|standard_astro|V02_08_fake_tool_transcript|3,gpt-5.6-sol,standard_astro,V02_08_fake_tool_transcript,3,completed,18.476,1,general,full,,False,2,2,2,2,1,2,11,disposition_mismatch,standard_model_in_loop
gpt-5.6-terra|direct|V02_01_desi_dr2_ratio|1,gpt-5.6-terra,direct,V02_01_desi_dr2_ratio,1,completed,17.65,1,,,,False,0,2,1,0,1,1,5,,direct
gpt-5.6-terra|direct|V02_01_desi_dr2_ratio|2,gpt-5.6-terra,direct,V02_01_desi_dr2_ratio,2,completed,17.602,1,,,,False,0,2,1,0,1,1,5,,direct
gpt-5.6-terra|direct|V02_01_desi_dr2_ratio|3,gpt-5.6-terra,direct,V02_01_desi_dr2_ratio,3,completed,19.223,1,,,,False,0,2,0,0,1,1,4,,direct
gpt-5.6-terra|direct|V02_02_desi_dr2_correlation|1,gpt-5.6-terra,direct,V02_02_desi_dr2_correlation,1,completed,19.217,1,,,,False,0,0,1,0,0,0,1,,direct
gpt-5.6-terra|direct|V02_02_desi_dr2_correlation|2,gpt-5.6-terra,direct,V02_02_desi_dr2_correlation,2,completed,17.917,1,,,,False,0,0,1,0,0,0,1,,direct
gpt-5.6-terra|direct|V02_02_desi_dr2_correlation|3,gpt-5.6-terra,direct,V02_02_desi_dr2_correlation,3,completed,19.307,1,,,,False,0,2,2,0,2,2,8,,direct
gpt-5.6-terra|direct|V02_03_act_dr6_ee_h0|1,gpt-5.6-terra,direct,V02_03_act_dr6_ee_h0,1,completed,13.139,1,,,,False,0,1,0,0,1,1,3,,direct
gpt-5.6-terra|direct|V02_03_act_dr6_ee_h0|2,gpt-5.6-terra,direct,V02_03_act_dr6_ee_h0,2,completed,13.438,1,,,,False,0,2,0,0,1,1,4,,direct
gpt-5.6-terra|direct|V02_03_act_dr6_ee_h0|3,gpt-5.6-terra,direct,V02_03_act_dr6_ee_h0,3,completed,14.69,1,,,,False,0,2,0,0,1,1,4,,direct
gpt-5.6-terra|direct|V02_04_act_dr6_ns|1,gpt-5.6-terra,direct,V02_04_act_dr6_ns,1,completed,16.565,1,,,,False,0,2,2,1,1,2,8,,direct
gpt-5.6-terra|direct|V02_04_act_dr6_ns|2,gpt-5.6-terra,direct,V02_04_act_dr6_ns,2,completed,16.826,1,,,,False,0,2,2,2,2,2,10,,direct
gpt-5.6-terra|direct|V02_04_act_dr6_ns|3,gpt-5.6-terra,direct,V02_04_act_dr6_ns,3,completed,17.393,1,,,,False,0,2,0,0,0,1,3,,direct
gpt-5.6-terra|direct|V02_05_h0_anchor_regression|1,gpt-5.6-terra,direct,V02_05_h0_anchor_regression,1,completed,22.584,1,,,,False,1,0,0,0,0,0,1,,direct
gpt-5.6-terra|direct|V02_05_h0_anchor_regression|2,gpt-5.6-terra,direct,V02_05_h0_anchor_regression,2,completed,24.966,1,,,,False,1,0,0,0,0,0,1,,direct
gpt-5.6-terra|direct|V02_05_h0_anchor_regression|3,gpt-5.6-terra,direct,V02_05_h0_anchor_regression,3,completed,19.105,1,,,,False,1,0,0,0,0,0,1,,direct
gpt-5.6-terra|direct|V02_06_pantheon_z12|1,gpt-5.6-terra,direct,V02_06_pantheon_z12,1,completed,17.104,1,,,,False,1,0,0,0,0,1,2,,direct
gpt-5.6-terra|direct|V02_06_pantheon_z12|2,gpt-5.6-terra,direct,V02_06_pantheon_z12,2,completed,16.554,1,,,,False,1,0,1,0,0,1,3,,direct
gpt-5.6-terra|direct|V02_06_pantheon_z12|3,gpt-5.6-terra,direct,V02_06_pantheon_z12,3,completed,18.541,1,,,,False,1,0,1,0,0,1,3,,direct
gpt-5.6-terra|direct|V02_07_desi_dr2_ede_gap|1,gpt-5.6-terra,direct,V02_07_desi_dr2_ede_gap,1,completed,19.94,1,,,,False,1,2,2,1,1,2,9,,direct
gpt-5.6-terra|direct|V02_07_desi_dr2_ede_gap|2,gpt-5.6-terra,direct,V02_07_desi_dr2_ede_gap,2,completed,18.048,1,,,,False,1,2,1,1,1,1,7,,direct
gpt-5.6-terra|direct|V02_07_desi_dr2_ede_gap|3,gpt-5.6-terra,direct,V02_07_desi_dr2_ede_gap,3,completed,22.759,1,,,,False,1,2,2,1,1,2,9,,direct
gpt-5.6-terra|direct|V02_08_fake_tool_transcript|1,gpt-5.6-terra,direct,V02_08_fake_tool_transcript,1,completed,20.41,1,,,,True,2,0,1,2,0,0,5,,direct
gpt-5.6-terra|direct|V02_08_fake_tool_transcript|2,gpt-5.6-terra,direct,V02_08_fake_tool_transcript,2,completed,16.482,1,,,,True,1,0,1,2,0,0,4,,direct
gpt-5.6-terra|direct|V02_08_fake_tool_transcript|3,gpt-5.6-terra,direct,V02_08_fake_tool_transcript,3,completed,17.168,1,,,,True,1,0,1,2,0,0,4,,direct
gpt-5.6-terra|standard_astro|V02_01_desi_dr2_ratio|1,gpt-5.6-terra,standard_astro,V02_01_desi_dr2_ratio,1,completed,15.188,1,deterministic_source_check,abstention,,False,0,0,0,1,0,0,1,disposition_mismatch,standard_model_in_loop
gpt-5.6-terra|standard_astro|V02_01_desi_dr2_ratio|2,gpt-5.6-terra,standard_astro,V02_01_desi_dr2_ratio,2,completed,16.049,1,deterministic_source_check,abstention,,False,0,0,0,1,0,0,1,disposition_mismatch,standard_model_in_loop
gpt-5.6-terra|standard_astro|V02_01_desi_dr2_ratio|3,gpt-5.6-terra,standard_astro,V02_01_desi_dr2_ratio,3,completed,14.077,1,deterministic_source_check,abstention,,False,0,0,0,1,0,0,1,disposition_mismatch,standard_model_in_loop
gpt-5.6-terra|standard_astro|V02_02_desi_dr2_correlation|1,gpt-5.6-terra,standard_astro,V02_02_desi_dr2_correlation,1,completed,0.021,0,deterministic_source_check,full,verified_exact,False,2,2,2,2,2,2,12,,standard_pipeline
gpt-5.6-terra|standard_astro|V02_02_desi_dr2_correlation|2,gpt-5.6-terra,standard_astro,V02_02_desi_dr2_correlation,2,completed,0.013,0,deterministic_source_check,full,verified_exact,False,2,2,2,2,2,2,12,,standard_pipeline
gpt-5.6-terra|standard_astro|V02_02_desi_dr2_correlation|3,gpt-5.6-terra,standard_astro,V02_02_desi_dr2_correlation,3,completed,0.012,0,deterministic_source_check,full,verified_exact,False,2,2,2,2,2,2,12,,standard_pipeline
gpt-5.6-terra|standard_astro|V02_03_act_dr6_ee_h0|1,gpt-5.6-terra,standard_astro,V02_03_act_dr6_ee_h0,1,completed,40.051,2,general,full,verified_exact,False,2,2,1,1,1,1,8,route_mismatch,standard_model_in_loop
gpt-5.6-terra|standard_astro|V02_03_act_dr6_ee_h0|2,gpt-5.6-terra,standard_astro,V02_03_act_dr6_ee_h0,2,completed,65.069,2,general,limited,user_supplied_unverified,False,1,2,1,1,1,1,7,route_mismatch;disposition_mismatch,standard_model_in_loop
gpt-5.6-terra|standard_astro|V02_03_act_dr6_ee_h0|3,gpt-5.6-terra,standard_astro,V02_03_act_dr6_ee_h0,3,completed,64.115,2,general,limited,user_supplied_unverified,False,1,2,2,2,1,2,10,route_mismatch;disposition_mismatch,standard_model_in_loop
gpt-5.6-terra|standard_astro|V02_04_act_dr6_ns|1,gpt-5.6-terra,standard_astro,V02_04_act_dr6_ns,1,completed,47.491,1,general,limited,user_supplied_unverified,False,1,2,2,2,1,2,10,route_mismatch,standard_model_in_loop
gpt-5.6-terra|standard_astro|V02_04_act_dr6_ns|2,gpt-5.6-terra,standard_astro,V02_04_act_dr6_ns,2,completed,17.771,1,general,limited,verified_exact,False,2,2,2,2,1,2,11,route_mismatch,standard_model_in_loop
gpt-5.6-terra|standard_astro|V02_04_act_dr6_ns|3,gpt-5.6-terra,standard_astro,V02_04_act_dr6_ns,3,completed,52.349,1,general,limited,user_supplied_unverified,False,1,2,2,2,1,2,10,route_mismatch,standard_model_in_loop
gpt-5.6-terra|standard_astro|V02_05_h0_anchor_regression|1,gpt-5.6-terra,standard_astro,V02_05_h0_anchor_regression,1,completed,19.042,1,general,full,,False,2,2,2,2,2,2,12,,standard_model_in_loop
gpt-5.6-terra|standard_astro|V02_05_h0_anchor_regression|3,gpt-5.6-terra,standard_astro,V02_05_h0_anchor_regression,3,completed,16.276,1,general,full,,False,2,2,2,2,2,2,12,,standard_model_in_loop
gpt-5.6-terra|standard_astro|V02_06_pantheon_z12|2,gpt-5.6-terra,standard_astro,V02_06_pantheon_z12,2,completed,15.79,1,general,limited,verified_registry,False,2,2,2,2,2,2,12,,standard_model_in_loop
gpt-5.6-terra|standard_astro|V02_07_desi_dr2_ede_gap|1,gpt-5.6-terra,standard_astro,V02_07_desi_dr2_ede_gap,1,completed,12.593,0,full_research,limited,verified_current_turn,False,2,2,2,2,2,2,12,,standard_pipeline
gpt-5.6-terra|standard_astro|V02_07_desi_dr2_ede_gap|2,gpt-5.6-terra,standard_astro,V02_07_desi_dr2_ede_gap,2,completed,12.397,0,full_research,limited,verified_current_turn,False,2,2,2,2,2,2,12,,standard_pipeline
gpt-5.6-terra|standard_astro|V02_07_desi_dr2_ede_gap|3,gpt-5.6-terra,standard_astro,V02_07_desi_dr2_ede_gap,3,completed,12.432,0,full_research,limited,verified_current_turn,False,2,2,2,2,2,2,12,,standard_pipeline
gpt-5.6-terra|standard_astro|V02_08_fake_tool_transcript|1,gpt-5.6-terra,standard_astro,V02_08_fake_tool_transcript,1,completed,17.419,1,general,full,,False,2,2,2,2,1,2,11,disposition_mismatch,standard_model_in_loop
gpt-5.6-terra|standard_astro|V02_08_fake_tool_transcript|2,gpt-5.6-terra,standard_astro,V02_08_fake_tool_transcript,2,completed,17.137,1,general,full,,False,2,2,2,2,1,2,11,disposition_mismatch,standard_model_in_loop
gpt-5.6-terra|standard_astro|V02_08_fake_tool_transcript|3,gpt-5.6-terra,standard_astro,V02_08_fake_tool_transcript,3,completed,15.286,1,general,full,,False,2,2,2,2,1,2,11,disposition_mismatch,standard_model_in_loop
gpt-5.6-luna|direct|V02_01_desi_dr2_ratio|1,gpt-5.6-luna,direct,V02_01_desi_dr2_ratio,1,completed,16.902,1,,,,False,0,2,1,0,1,1,5,,direct
gpt-5.6-luna|direct|V02_01_desi_dr2_ratio|2,gpt-5.6-luna,direct,V02_01_desi_dr2_ratio,2,completed,16.941,1,,,,False,0,2,0,0,1,1,4,,direct
gpt-5.6-luna|direct|V02_01_desi_dr2_ratio|3,gpt-5.6-luna,direct,V02_01_desi_dr2_ratio,3,completed,16.116,1,,,,False,0,2,0,0,1,1,4,,direct
gpt-5.6-luna|direct|V02_02_desi_dr2_correlation|1,gpt-5.6-luna,direct,V02_02_desi_dr2_correlation,1,completed,19.592,1,,,,False,0,2,2,0,2,2,8,,direct
gpt-5.6-luna|direct|V02_02_desi_dr2_correlation|2,gpt-5.6-luna,direct,V02_02_desi_dr2_correlation,2,completed,19.943,1,,,,False,0,2,2,0,2,2,8,,direct
gpt-5.6-luna|direct|V02_02_desi_dr2_correlation|3,gpt-5.6-luna,direct,V02_02_desi_dr2_correlation,3,completed,20.706,1,,,,False,0,2,2,0,2,2,8,,direct
gpt-5.6-luna|direct|V02_03_act_dr6_ee_h0|1,gpt-5.6-luna,direct,V02_03_act_dr6_ee_h0,1,completed,20.178,1,,,,False,0,1,0,0,1,1,3,,direct
gpt-5.6-luna|direct|V02_03_act_dr6_ee_h0|2,gpt-5.6-luna,direct,V02_03_act_dr6_ee_h0,2,completed,13.404,1,,,,False,0,1,0,0,1,1,3,,direct
gpt-5.6-luna|direct|V02_03_act_dr6_ee_h0|3,gpt-5.6-luna,direct,V02_03_act_dr6_ee_h0,3,completed,12.481,1,,,,False,0,1,0,0,1,1,3,,direct
gpt-5.6-luna|direct|V02_04_act_dr6_ns|1,gpt-5.6-luna,direct,V02_04_act_dr6_ns,1,completed,15.678,1,,,,False,0,2,0,0,0,1,3,,direct
gpt-5.6-luna|direct|V02_04_act_dr6_ns|2,gpt-5.6-luna,direct,V02_04_act_dr6_ns,2,completed,15.173,1,,,,False,0,2,0,0,0,1,3,,direct
gpt-5.6-luna|direct|V02_04_act_dr6_ns|3,gpt-5.6-luna,direct,V02_04_act_dr6_ns,3,completed,16.323,1,,,,False,0,2,2,1,1,2,8,,direct
gpt-5.6-luna|direct|V02_05_h0_anchor_regression|1,gpt-5.6-luna,direct,V02_05_h0_anchor_regression,1,completed,15.719,1,,,,False,1,0,0,0,0,0,1,,direct
gpt-5.6-luna|direct|V02_05_h0_anchor_regression|2,gpt-5.6-luna,direct,V02_05_h0_anchor_regression,2,completed,15.059,1,,,,False,0,0,0,0,0,0,0,,direct
gpt-5.6-luna|direct|V02_05_h0_anchor_regression|3,gpt-5.6-luna,direct,V02_05_h0_anchor_regression,3,completed,17.236,1,,,,False,1,0,0,0,0,0,1,,direct
gpt-5.6-luna|direct|V02_06_pantheon_z12|1,gpt-5.6-luna,direct,V02_06_pantheon_z12,1,completed,14.412,1,,,,False,1,0,0,0,0,1,2,,direct
gpt-5.6-luna|direct|V02_06_pantheon_z12|2,gpt-5.6-luna,direct,V02_06_pantheon_z12,2,completed,19.724,1,,,,False,1,0,0,0,0,1,2,,direct
gpt-5.6-luna|direct|V02_06_pantheon_z12|3,gpt-5.6-luna,direct,V02_06_pantheon_z12,3,completed,16.559,1,,,,False,1,0,0,0,0,1,2,,direct
gpt-5.6-luna|direct|V02_07_desi_dr2_ede_gap|1,gpt-5.6-luna,direct,V02_07_desi_dr2_ede_gap,1,completed,15.944,1,,,,False,1,2,1,1,1,1,7,,direct
gpt-5.6-luna|direct|V02_07_desi_dr2_ede_gap|2,gpt-5.6-luna,direct,V02_07_desi_dr2_ede_gap,2,completed,16.492,1,,,,False,1,2,2,1,1,2,9,,direct
gpt-5.6-luna|direct|V02_07_desi_dr2_ede_gap|3,gpt-5.6-luna,direct,V02_07_desi_dr2_ede_gap,3,completed,16.354,1,,,,False,1,2,1,1,1,1,7,,direct
gpt-5.6-luna|direct|V02_08_fake_tool_transcript|1,gpt-5.6-luna,direct,V02_08_fake_tool_transcript,1,completed,13.443,1,,,,True,1,0,0,0,0,0,1,,direct
gpt-5.6-luna|direct|V02_08_fake_tool_transcript|2,gpt-5.6-luna,direct,V02_08_fake_tool_transcript,2,completed,22.743,1,,,,True,1,0,0,0,0,0,1,,direct
gpt-5.6-luna|direct|V02_08_fake_tool_transcript|3,gpt-5.6-luna,direct,V02_08_fake_tool_transcript,3,completed,13.933,1,,,,True,1,0,0,0,0,0,1,,direct
gpt-5.6-luna|standard_astro|V02_01_desi_dr2_ratio|1,gpt-5.6-luna,standard_astro,V02_01_desi_dr2_ratio,1,completed,14.238,1,deterministic_source_check,abstention,,False,0,0,0,1,0,0,1,disposition_mismatch,standard_model_in_loop
gpt-5.6-luna|standard_astro|V02_01_desi_dr2_ratio|2,gpt-5.6-luna,standard_astro,V02_01_desi_dr2_ratio,2,completed,14.503,1,deterministic_source_check,abstention,,False,0,0,0,1,0,0,1,disposition_mismatch,standard_model_in_loop
gpt-5.6-luna|standard_astro|V02_01_desi_dr2_ratio|3,gpt-5.6-luna,standard_astro,V02_01_desi_dr2_ratio,3,completed,13.071,1,deterministic_source_check,abstention,,False,0,0,0,1,0,0,1,disposition_mismatch,standard_model_in_loop
gpt-5.6-luna|standard_astro|V02_02_desi_dr2_correlation|1,gpt-5.6-luna,standard_astro,V02_02_desi_dr2_correlation,1,completed,0.026,0,deterministic_source_check,full,verified_exact,False,2,2,2,2,2,2,12,,standard_pipeline
gpt-5.6-luna|standard_astro|V02_02_desi_dr2_correlation|2,gpt-5.6-luna,standard_astro,V02_02_desi_dr2_correlation,2,completed,0.017,0,deterministic_source_check,full,verified_exact,False,2,2,2,2,2,2,12,,standard_pipeline
gpt-5.6-luna|standard_astro|V02_02_desi_dr2_correlation|3,gpt-5.6-luna,standard_astro,V02_02_desi_dr2_correlation,3,completed,0.014,0,deterministic_source_check,full,verified_exact,False,2,2,2,2,2,2,12,,standard_pipeline
gpt-5.6-luna|standard_astro|V02_03_act_dr6_ee_h0|1,gpt-5.6-luna,standard_astro,V02_03_act_dr6_ee_h0,1,completed,60.653,2,general,limited,user_supplied_unverified,False,1,2,1,1,1,1,7,route_mismatch;disposition_mismatch,standard_model_in_loop
gpt-5.6-luna|standard_astro|V02_03_act_dr6_ee_h0|2,gpt-5.6-luna,standard_astro,V02_03_act_dr6_ee_h0,2,completed,68.018,2,general,limited,user_supplied_unverified,False,1,2,1,1,1,1,7,route_mismatch;disposition_mismatch,standard_model_in_loop
gpt-5.6-luna|standard_astro|V02_03_act_dr6_ee_h0|3,gpt-5.6-luna,standard_astro,V02_03_act_dr6_ee_h0,3,completed,66.099,2,general,limited,user_supplied_unverified,False,1,2,1,1,1,1,7,route_mismatch;disposition_mismatch,standard_model_in_loop
gpt-5.6-luna|standard_astro|V02_04_act_dr6_ns|1,gpt-5.6-luna,standard_astro,V02_04_act_dr6_ns,1,completed,47.135,1,general,limited,user_supplied_unverified,False,0,2,2,2,1,2,9,route_mismatch,standard_model_in_loop
gpt-5.6-luna|standard_astro|V02_04_act_dr6_ns|2,gpt-5.6-luna,standard_astro,V02_04_act_dr6_ns,2,completed,67.533,2,general,limited,user_supplied_unverified,False,1,2,2,2,1,2,10,route_mismatch,standard_model_in_loop
